uid	iids
690	1093,596
691	257
692	519
693	45
694	683
695	306,693
696	763
698	531,1479
699	121,1326
700	492
702	1053
705	1213
707	688,386
708	1365,1142
710	410,214
711	1919
713	1649
714	371,11
715	1006,1046
716	840
717	671,208
718	946,170
720	683
721	28,129
722	1144,188
724	304,111
725	247
727	104
728	295
729	68
730	1623,449
731	1845
732	490,477
733	1057
734	1370,385
735	336,16
737	501
738	132
739	429
741	411,804
742	1936,334
743	39
744	413,1155
747	995
749	994,1036
750	1179
751	1704
752	1673,200
753	504,258
754	1296
755	183
757	357,674
759	122
760	98
761	795
762	208
763	563
765	14
766	1349,295
767	61
768	147,197
769	147
770	633
772	357,63
773	193
774	497,790
775	65
777	479,681
778	69
780	350,811
783	481,14
784	1885,979
785	1537
786	30,52
787	586
788	14,16
789	65,215
791	63
793	56,1781
794	596
795	1049
796	1387,1374
797	627,973
798	408
801	1022,1834
802	489,186
803	1032
804	796,1563
805	394
806	1832
807	504
808	1213,748
809	721,1733
810	274,132
811	508
812	104,170
813	399,134
814	216
817	91,120
818	192,441
819	804
821	1376
822	1803,1619
823	145
824	1335,149
825	1762
826	708,971
827	126
828	1181,238
829	816,1069
830	698,869
831	451,749
832	104
833	381,398
836	362
837	1362,1361
838	1910,664
839	1676
840	519
841	1032,1903
842	93,171
844	68,239
845	640,413
846	176
847	208,1764
848	386
849	1911
850	283
852	700
854	1208
856	9,18
857	11
858	1078,287
859	287
863	991
864	602,784
865	494,45
867	1928,2010
869	1214,20
870	216
871	632,693
872	2020
873	1042,1398
874	847,897
875	859
878	1572,686
879	204,721
880	20
882	1079
883	362
884	215,952
885	1164
886	640
887	628
889	92,724
890	739
891	681,65
893	271,69
894	783
896	640,413
897	127,526
899	273
900	163,241
901	216,273
905	160
906	323,173
907	1075,24
908	508
910	1180
912	20
913	1078,870
915	108
916	132
917	886
918	744
920	474
921	980,1361
922	872,905
923	1771,3
924	405
925	1394
926	448
927	171
928	810
929	1781
930	89
931	49,364
933	1330
934	1232,1791
935	871,93
936	94,582
938	671,679
939	423
941	415
942	463
943	166,52
944	39,1026
945	1078,685
946	1361,1032
947	1649
948	1412,684
950	18,514
951	1032,1908
952	640,1901
953	974,1069
955	676,1976
956	1856,159
957	663
958	475
961	494
962	995
963	371
964	266
965	279,226
966	539,379
967	279
968	304,396
970	743
971	494
972	799
973	231,2033
975	839
976	1909
977	643,221
978	1096,1235
981	144,165
982	637,1536
983	1201
984	239,492
985	1903,519
986	304
988	510,18
989	363
990	1335
991	1165,40
993	79,446
994	1278
995	413,785
996	6,69
997	334,170
999	24,652
1000	663
1001	1214,1140
1002	1708,467
1003	192
1005	749,39
1006	1175
1007	492
1008	341,304
1010	684
1011	994
1013	201,531
1014	1521,273
1015	1482,1781
1016	1869
1017	705,166
1019	556
1020	127,1704
1021	482,505
1022	1771
1023	407,958
1024	216
1025	1996
1026	500,664
1027	285
1029	134,537
1030	647
1031	1802,173
1032	1002,1003
1033	1036,521
1034	1234,431
1035	1033,636
1037	90,293
1039	1366,623
1040	338,304
1042	1161,679
1043	2,1834
1044	1114,763
1045	1374,1342
1046	511,306
1047	1846,474
1048	905,362
1049	1032
1050	1052,1398
1051	393,1761
1052	795
1053	506,717
1054	270
1055	148
1057	734
1058	1799
1059	1077
1060	1128,286
1061	508,897
1062	867,308
1063	232
1064	1298
1066	2017
1067	326
1068	1903
1069	1057,748
1070	92,56
1071	16
1072	1336,72
1074	1456
1075	738
1076	311,287
1077	1576
1078	70
1079	416
1080	239,253
1081	160
1082	1096
1084	1207,697
1085	765
1086	380
1087	468,957
1088	438,1870
1089	859,851
1091	1261
1092	1535,508
1093	189,309
1094	521
1095	104,785
1096	1017,241
1097	207,730
1100	738
1102	1042
1106	39,1482
1108	1102
1109	804,232
1110	1907,506
1111	905
1112	1938
1113	1374
1116	7
1117	87
1120	310,785
1121	672
1123	846,1840
1124	1602,1274
1125	192
1126	914
1128	203,127
1130	215,521
1131	626,803
1132	217
1133	246,704
1134	49,1036
1135	386
1136	519
1137	371,137
1138	1781,1361
1139	614,679
1140	1374
1141	465,68
1142	1074
1144	251,990
1146	721
1147	1214,204
1148	105
1150	209,413
1151	93,98
1152	232
1153	177
1154	1119,348
1156	132,49
1160	253,48
1161	169,83
1163	44
1165	87
1166	538
1168	568
1169	273,295
1170	1902
1172	657
1174	611,1235
1175	524
1176	103,57
1177	1456
1178	2020,72
1179	231,48
1180	1361
1181	1393,1149
1182	574
1184	253,24
1185	132,1047
1187	113
1188	757,733
1189	1138,165
1190	393
1191	1032
1194	493
1195	461,163
1196	633,207
1197	127
1198	3,683
1199	232
1200	1142,241
1201	137
1202	1155,1361
1203	739
1204	170,610
1206	287
1209	79,145
1211	1518
1212	1078
1213	300
1214	1158
1215	552,1433
1216	1932,333
1218	1488
1219	440,69
1220	1588,1130
1221	176,182
1222	589,490
1224	224
1227	282
1228	1438,431
1229	204
1230	21
1232	215
1233	474,277
1234	1274,1259
1236	842,285
1239	820,928
1240	1235,1148
1242	704
1243	2039,941
1244	63,722
1245	908
1246	935
1248	513,722
1249	172,1762
1250	295,216
1251	1448,1771
1252	1569,303
1253	1259
1254	1212,708
1255	1374,504
1257	253,68
1258	207,710
1259	413
1260	1315
1262	506
1263	39
1264	347,1383
1267	1465,1781
1268	295,216
1269	508
1271	237
1273	1479
1274	1000,1352
1275	1179,358
1276	104,166
1277	649
1278	422,342
1279	820
1280	1361,785
1281	181,176
1283	1315
1287	1702
1288	399,1439
1289	410,59
1291	69
1294	491
1295	14,105
1297	194
1298	356
1299	232,1867
1300	217
1301	1061,858
1302	693
1303	403,708
1304	1515,1504
1305	96,302
1306	49,215
1307	386,935
1309	1411
1310	1398
1312	508
1314	1781,557
1315	1128
1316	1896,43
1317	1535,386
1318	496,828
1319	730,169
1320	506,4
1321	27
1323	18,1021
1324	492,1155
1325	414,351
1326	1049,346
1328	506,780
1329	201,375
1330	1799,43
1331	267,16
1332	117
1333	357,182
1334	1361
1335	52,1155
1336	624
1337	300,215
1338	1144
1341	411,148
1342	333
1343	6,1442
1344	1514
1345	1078
1346	783,539
1347	86
1348	79,386
1349	699,128
1350	362,8
1351	295,122
1352	721
1354	415,393
1355	215
1357	30
1358	1388,700
1359	426
1361	1467
1362	756,1971
1363	1761,734
1364	908
1365	980,416
1366	166,494
1367	241
1368	1083,1246
1369	952
1371	924
1372	503,209
1373	251,1203
1374	170,1489
1375	675
1377	785
1378	5
1379	1138
1381	1151,2020
1382	1151
1383	506
1384	499
1385	23,585
1386	160
1387	4
1388	1401,461
1389	473,1317
1390	537
1391	806
1392	311,319
1393	1032
1394	135
1395	281,63
1396	537,534
1397	1334,1490
1398	1032,853
1399	1507,283
1400	364
1401	351,317
1402	949,634
1403	499,1361
1404	1374,182
1405	1448
1406	508
1409	104,105
1410	216,232
1411	5,416
1412	602
1413	1132
1414	18,693
1415	306
1416	508
1418	177
1419	492
1420	54
1421	394
1422	499
1423	469
1425	197,1070
1426	684
1428	2
1430	695
1431	207,710
1433	1554
1435	252,633
1436	302
1437	306
1438	893,710
1439	897
1440	880,628
1442	887,169
1444	1902,319
1445	930,1383
1449	410,52
1450	1696,108
1451	785,172
1452	887
1453	395
1454	710,27
1455	208,481
1456	1032
1457	565,948
1458	341,1636
1460	853
1462	1752,134
1464	1047,1043
1467	720,69
1468	604
1470	93,457
1471	371,205
1475	480,1036
1476	1334,1190
1477	11,141
1478	632,159
1480	555,188
1481	1163
1484	14
1489	80
1490	5
1492	305
1493	644,257
1496	527,125
1497	212
1498	1290,984
1500	506
1501	1781
1503	283,163
1504	131
1506	17,5
1512	1894,1332
1514	1037,98
1516	317
1517	65,722
1518	436
1519	928
1520	1266
1521	637
1522	952
1523	600,558
1524	51,1383
1525	1468
1526	1032
1527	8,167
1528	126
1529	1975
1530	1643
1531	599,475
1532	492
1533	52
1534	1373,1383
1535	197,136
1536	492
1537	1864,1250
1538	690,1788
1539	1361,104
1540	173,791
1541	1233
1542	464
1543	216
1544	1971,16
1545	734,1032
1546	661,10
1547	323
1548	857
1549	414
1550	1364,899
1552	405,712
1553	258
1554	596,517
1555	1345
1556	649
1557	69,367
1558	689
1560	1751,531
1565	465,413
1566	231
1567	219,887
1568	1250,49
1570	407,330
1571	820,1026
1573	38
1575	1387
1576	994,27
1577	63,386
1578	1330
1579	521
1580	132,1468
1581	751
1583	1496,1433
1584	720,1316
1585	323,1336
1586	2005
1587	494
1589	729
1590	239,467
1591	1781,1123
1593	1373
