uid	iids
396	5660
397	5467
398	1000,2080
399	3881,3898
400	1994
401	2834
402	4121
403	6354,4800
404	6422
405	7329
406	969,3263
407	4485,5776
408	7083,1384
409	7771
411	2468
412	7805,983
413	4577,4576
414	6783
415	5481
416	12975,5403
418	6250
419	2802,13539
420	7922,7919
421	1523,4334
422	6059
424	1999,7233
425	12582
426	2912,4303
427	4472
428	5906,348
429	8114,8113
430	8115
431	1751,7233
432	6787,6784
433	5796,8154
435	225,265
437	8013,2001
438	8222
439	2127,3580
440	6784,6761
441	984,2590
442	5756
443	895
444	7898,8364
445	3979,1187
446	5571,4889
447	7653
448	7233,14220
449	1881
450	5005
451	8564,5000
452	15898,2478
453	2590,8581
454	400,13238
455	3570
456	5284,7902
459	54,4038
460	3324,3387
461	2468,754
462	4280
463	3987,404
464	8766,995
465	1308,4563
466	983
468	5659
470	1754,5553
471	7683
472	316
473	8875,5142
474	5749,11281
475	1051,2241
476	11918
477	1621
478	47
479	467,2225
480	2699,1982
481	1173
482	1501,4810
484	7260,7904
485	2891,1202
486	22545
487	14705,2041
488	9408
490	348
491	5313
492	1572
493	16375,400
494	9418,991
495	1527,9429
496	2924,12516
497	356,2802
498	6941,1491
499	9460,15368
500	9472,9471
501	9508
502	2180,1498
503	2898,55
504	4441
505	1539,850
506	455,1621
507	512
508	9635,55
509	3213
510	8276,2933
511	9812
512	19788
513	9249,7698
514	9686
515	5061,18691
516	6031,7818
517	9709
518	2079,4819
519	9019,70
520	9749,1980
521	4915,4911
522	4303,9802
523	2798,6521
524	9238
525	4170,9879
526	11866,4901
528	7036,11918
529	2357
530	10019,1654
531	10044,7134
532	2292,6213
533	3075,6213
534	10072,9381
535	4323,11242
536	4745,13195
537	3322,11833
538	5776,6784
539	9395,3259
541	9720,9395
542	6352,821
543	10217,1751
544	14005,297
545	8373,11631
546	1218,6250
547	14934,700
548	1754,7339
549	10301
550	6037,10315
551	675
552	8234
553	2740
554	11246
555	10378,8751
556	12,1751
557	8645
558	1919,424
559	7216
560	738
561	1754,6175
562	10483
563	10146,6784
564	4437,6931
565	1225,6250
566	10605
567	6542
568	2534
569	1213,5467
570	5664,8381
572	14738
573	3169,276
574	1667,5749
575	6789,6784
576	5031,10179
577	1304,6238
578	1785
579	11745,9774
582	8681
583	11672,6237
584	9926
585	5006,7750
586	4697,15127
587	10848,10839
588	8921,6214
590	7260,6881
591	10924,10923
592	22152
593	10999
594	7269,8797
595	1788,8197
596	9525
597	3126,1536
598	4446,9086
599	3722
601	5
602	5756
603	4311,2102
604	3184,6855
605	11105,11104
606	20405,21243
607	4980,3425
608	5072
609	11170
610	6784,10923
611	11178
612	9915,13479
613	4135,2027
614	2300,1640
615	3425,11210
616	3978,11217
617	11219
618	9475
619	16698
620	11248,5314
621	2240
622	396,5225
623	10908,2102
624	7765
625	10390
627	11322
628	7787
629	537
630	2468
631	8895
632	5521
633	9369,4213
634	9746,1882
636	3324,3387
637	13384
638	11399,4104
639	18340,17595
642	488
643	14850
644	4349,5560
646	11918
647	10217,9230
648	11061
649	6849
650	4213
651	2890
652	11657,7094
653	11646,1202
654	4308,1161
655	11672,1780
656	9369,11684
657	13232,13002
658	8262,2476
659	11716,19044
660	4488,11335
661	13027,5667
662	2909,11730
663	5551
664	6841,2332
665	11770
666	119,854
667	3438
668	10640,9746
669	7020
670	8968,14015
671	2926
672	2152,3274
673	4129
674	337
675	20111,11216
676	4845,16817
677	7381
678	13392
679	9679
680	8681,3639
681	18186
682	6292,19044
684	5485
685	7611
686	5743
688	2856,11958
689	1202
690	11961
691	11969
692	5230,54
693	7378,4125
694	1258,12016
695	9786
696	10634,2028
697	11577,13041
698	3641,3852
700	2704,5906
701	12053,9025
702	11271,10795
703	19285
704	6800,11918
705	2254,10702
706	2209,322
707	4852
708	3910,18040
709	12118,4646
710	1322,104
711	10261
712	8890
713	12139,6951
714	368,7902
715	3755,539
716	8012,11985
717	10778
718	3386,8585
719	4665,2247
720	2407,12171
721	12177,9859
722	209,3136
724	1388
725	209
726	11198,348
727	5466,24094
728	209,120
729	209
730	12238,12237
731	2751,4576
732	3295,3295
733	12250,12249
734	6083,1231
735	8869
736	5924
737	3581
738	1031,273
739	3444
740	1323
741	2836,8112
742	4439,3719
743	432
744	186,5383
745	2912
746	217
747	12336,9219
748	20325,3075
749	12351
750	2912,5102
751	2750,4355
752	12362,9101
753	10608,13
754	3963,208
755	512,8613
756	4750,8585
757	5087
758	5459,13566
760	5471,5537
761	12432,4834
762	3227,2539
763	738,8871
764	4519
765	424,5071
766	548,4646
767	3284,90
768	11657,12464
769	8695,7258
770	2747
771	2730,2831
772	12548
773	405
774	3545
775	9543,12553
776	9639,3369
777	1140,1136
778	2912,10795
779	12571,407
780	8520
781	1347,7283
782	2593,2725
783	5782,208
784	4676
785	10916
786	2751,5906
787	12584,12583
788	12599
789	402,20296
790	12621,12428
791	5276,1000
792	8421,12642
793	413,4719
794	2105,10594
795	4786,2636
796	8871,12512
797	12656,11170
798	8871,14052
799	103
800	10569
801	2559
802	6954,12699
803	5527,2575
805	209
806	11272,12739
807	4135,432
808	4576,5906
809	3528
810	5877,4007
811	11032,6223
812	11008,2217
813	3550,1685
814	10275,12990
815	2611,4301
816	12583,3011
817	4804,949
818	12763,980
819	1230,1638
820	4492
821	6935,4217
822	1834,6810
823	2611
824	12795
825	12797
826	12806,17101
827	1638
828	10770,3835
829	4934,1248
830	2750,103
831	2390
832	10258
833	3191
834	12850,877
835	4324,4340
836	1557,3758
837	4169,6598
838	1557,1475
839	12864
840	1528,2017
841	2559,1912
842	16047
843	7325,12356
844	2221,13227
845	10486
846	4886,3854
847	4129
848	3428,10468
849	5458,5369
851	14820
852	3841,7792
853	12773
854	273
855	607,12047
856	13619,20332
858	2655,877
859	3375
860	2035,6035
861	8288
862	6717,3758
864	348,359
865	12450,5364
868	12937
869	12945,10921
870	15555
871	6777
872	12961
873	9367,2211
874	13795,11384
875	5774,1333
876	3714,13
877	12970,3277
878	4210,2073
879	8686,14406
880	3208
881	1631,1572
882	13029,10486
883	13031
884	13044,10003
885	2575,7793
886	2232
887	14327,12797
888	3965,7908
889	5670
890	230
891	14017,2282
892	9201,3573
893	7957,6306
894	5332,2968
895	1330,6810
896	13088,2912
897	5548,10932
898	1799,13086
899	5659,9669
900	8853,2512
901	229,1293
902	11931
903	4803,13111
904	1349
905	1799,219
906	8890
907	397
908	8116
909	11562,8310
910	4641,8934
911	8749,13
912	20592,7747
913	13619,12917
914	1800
915	6190,197
916	12462,7475
917	4286
918	5249
919	1218,4676
921	392,2798
922	2853
923	217,12487
924	418,4297
925	5364
926	13195,5520
928	2977,10724
929	5833,818
930	6919
931	8345,971
932	19820
933	209
934	13207,3338
935	2213
936	11707,9859
937	4922,5906
938	2452
939	2312,2464
940	11560,8852
941	1563,14509
942	10,1610
943	209,225
944	8118,13227
946	8934,13619
947	13231,3
948	1217
949	9911,12186
950	13243,13242
951	8838,6953
952	11568,17728
953	8565,3577
954	7054,13232
955	3295,529
956	3750
957	13265
958	657,1221
960	2300,6170
961	657
962	7150
963	2590,4084
964	13192,5135
965	225,9507
966	9388,4812
967	6955,6291
968	12037
969	1499,877
970	123,8265
971	4129,4131
972	2229,2295
973	13302,4321
974	1304
975	4761,10572
976	2591
977	11202,13028
979	8475,10596
980	8345
981	12136,11986
982	11721
983	13924,1221
984	12751,12591
985	3
987	13367,7044
988	605,2912
990	208
992	8319
993	2818
994	1641,1640
995	12573,1221
996	12987,11377
997	13389,2416
998	10883,6810
999	5816
1000	4766,12546
1001	4697
1002	657,70
1003	2225,5513
1004	6213
1005	2357,581
1006	13593,2889
1007	5256,5656
1008	13414,4183
1009	1106,1835
1010	9038,8224
1011	4126,9038
1012	6233,759
1013	1231
1014	2750,209
1015	5830,3219
1016	12347,11933
1017	12231,472
1018	5907,1321
1019	5472,12797
1020	4641
1021	6215,6213
1022	4317,4317
1023	2127
1024	1980,6031
1025	103,12158
1026	2694
1027	13484
1028	11237
1029	349
1030	1557,3758
1031	13490,5537
1032	2178,13475
1033	432,2314
1034	183,11954
1035	383,55
1036	13232,12764
1037	9543,933
1038	8284
1039	8926
1040	5537,1550
1042	5906,9348
1043	496,1475
1044	4886,4719
1045	1663
1046	2035,6035
1047	432,4855
1048	12200,348
1050	4855,6035
1051	2221
1052	2991,5670
1053	348,4867
1054	12487,5906
1055	13
1056	5085,6823
1057	8585,2909
1058	12224,13
1059	202
1060	1308,12100
1061	12224,12100
1062	12100
1063	9084,4790
1064	13548
1065	12100,8838
1066	19732
1067	8585
1068	6201,3793
1069	2221
1070	5670,8871
1071	2471,3656
1072	6721
1073	2163
1074	3471,5228
1075	3071,13571
1076	13574,4821
1077	3076
1078	6243,9067
1079	4334,3464
1080	353,10915
1081	10279
1082	7214,3722
1083	1789,1094
1084	1308,12100
1085	13587
1087	5749
1088	14619,14488
1089	13591
1090	13384,12957
1091	9385,1557
1092	13595
1093	6085,2546
1094	12128
1096	9034
1098	2007,8421
1099	2242,251
1100	2977,12919
1101	8305
1102	348,2388
1103	678,707
1104	12188,10202
1105	6810
1106	9132,6810
1107	9388
1108	13638,3644
1109	4567,6265
1110	13646,16559
1111	2237
1112	8915
1113	12188,2736
1114	5632
1115	6922,1213
1117	123
1118	9073,4352
1119	863,13676
1120	12174,3750
1121	12100,8836
1122	13679,4042
1123	13566
1124	7015,1181
1125	1328,5754
1127	6540,4489
1128	13786,13786
1129	5415,1930
1130	488,11635
1131	13720,5577
1132	12021
1133	1952,13724
1134	12200,5906
1135	7169
1136	12158,8813
1137	13738,11123
1138	4524,657
1139	10967,5660
1140	5820,210
1141	1475
1142	13745,1106
1143	3248,14131
1144	4897
1145	4897,6162
1146	11797,6031
1147	13738,11123
1148	4524
1149	1107,886
1150	1398
1151	25,13390
1152	13071,5392
1153	7273,13773
1154	697
1155	2792
1156	5276,10537
1157	7277,2793
1158	4319,893
1159	103,5832
1160	11715,6171
1161	4131,4129
1162	14034,11410
1163	9522
1164	471,5790
1165	11410
1166	208,2098
1167	11123,10537
1168	1174
1169	9153,11578
1170	11383,11102
1171	9119
1172	8262,2007
1173	4913,1689
1174	6810,2286
1175	12966,16740
1176	9788
1177	2579
1178	655
1179	9199
1181	4812
1182	1187,2427
1183	5331,7587
1184	8312,22145
1185	5036,13844
1186	7228
1187	748,1834
1188	4092,2204
1189	7387,213
1190	4502,12100
1192	3949,2803
1193	1999,409
1194	5895
1195	6393,9806
1196	13,2912
1197	6056,2547
1198	5375,3839
1199	1622,5906
1200	13738
1201	13934,13925
1202	2209,10447
1203	2889
1204	1542,13506
1205	1542
1206	8224
1207	5305
1208	2324,17034
1209	6640
1210	6957,6
1211	11127
1212	8052
1213	6010,4889
1214	6393
1215	2992
1216	2209,6400
1217	4503,4679
1218	1530
1219	5433,10691
1220	1173,13997
1221	14000,1625
1222	431,8004
1223	2978,1384
1224	4488
1225	14013,21050
1226	7474
1227	3,3714
1228	3320,1542
1229	11572,14179
1230	13924,3977
1231	4857,4725
1233	1219
1234	11704,8912
1235	4303
1236	357,446
1237	12170,12970
1238	3714,8749
1239	15930,2891
1240	856,8293
1241	8670,15002
1242	225,6764
1243	14056
1244	1219,1638
1245	18906,12970
1246	9851,123
1247	7501,11325
1248	4895,4445
1249	1106,12970
1250	5430
1251	9782,148
1252	6950
1253	7357,2053
1254	14097
1255	6201,12728
1257	657
1258	1698
1259	5929
1261	2092,233
1262	6355,6933
1263	216,6890
1264	6575
1265	3987,4698
1266	14130,13997
1267	11825,4486
1269	14134,14133
1270	11611
1271	10865
1272	14150
1273	11992,14134
1274	7476
1275	6950,5906
1276	1530,20070
1277	3063
1278	1980
1279	163,4171
1280	5418,6317
1281	6972,5157
1282	14170,11572
1283	13742
1284	13798,13651
1285	14190,2547
1286	3400,8859
1287	2933
1288	4803,396
1289	919,2908
1290	5906,13769
1291	132
1292	2286,10742
1293	123
1294	2725,19737
1296	2761,14225
1297	13843,11924
1298	4559
1299	1142
1300	657
1301	2547,657
1302	8327
1303	1930,5383
1304	12918,8722
1305	1770
1306	12729
1307	3566
1308	369
1309	1827,14897
1310	933
1311	119,5084
1312	2043,11181
1313	3581,13630
1314	2043,5495
1315	5495
1316	5495
1317	4777
1318	2407,7790
1319	1107,11360
1320	14311
1321	3420
1322	12237,12201
1323	14318,14317
1324	14319,4247
1325	14322,114
1326	1107
1327	539,1782
1328	14327,8502
1329	10702,1357
1330	5830
1331	9067
1332	6597,3434
1333	3471,473
1334	12510
1335	219,4585
1336	16362,821
1337	3295
1338	993,397
1339	14347,11351
1340	5738,7472
1341	1835,933
1342	12283,5507
1343	13717,2846
1344	4300,5006
1345	14355,2017
1346	10059
1347	7645
1348	14358,14357
1349	3284,13261
1350	10491
1351	14361,14360
1352	405
1354	3021,11596
1355	7341,9035
1356	12559,3504
1357	1152
1358	2933,16129
1359	14384
1360	19271
1361	4776,16129
1362	422
1363	3664,12465
1364	4305,13786
1365	4117
1367	2177,3790
1368	14327
1369	6763
1370	6790
1371	5713,201
1372	4940,10742
1373	7752,402
1374	14412,3380
1375	422,2097
1376	857
1377	14817
1378	4863,8564
1379	20275,90
1380	15877,14735
1381	4699,9101
1382	14454,14453
1383	10315,7005
1384	14076,1106
1385	1799,6810
1386	12359
1387	1230
1388	9587,4679
1389	2053,11073
1390	857
1391	4419,10770
1392	7756,4759
1393	6548,11538
1394	14467
1395	9289,406
1396	4355,2054
1397	5498,8314
1398	3240,5549
1399	4023,8869
1400	14483
1402	2964
1403	7539,13786
1404	1039
1405	7449,13549
1406	16585,14572
1407	3886,6193
1408	12168,14507
1409	3275,2464
1411	1007,433
1412	16585,14572
1413	2035,2750
1414	6474
1415	3886,10504
1416	12646,2547
1417	105,5775
1418	2696,432
1419	1359
1420	174,6950
1421	2780
1422	3049,2739
1423	13580,2035
1424	13174
1425	22951,19830
1426	10814,12061
1427	4494,12983
1428	7172
1429	11629,123
1430	3768
1431	4123
1432	17496,12061
1433	4497,1359
1434	1352,1351
1435	14179
1436	14504,10896
1437	14615,4028
1438	2991,2933
1440	6363,3071
1441	20187
1443	3520
1444	5371,982
1445	13738,4213
1446	1562
1447	14632
1448	4247
1449	7233,14220
1450	348,2471
1451	14570,10896
1452	16129
1453	12440,2372
1454	6046
1455	6783
1456	13743,6317
1457	5776,6784
1458	10652
1459	3981,978
1460	11123
1461	6121,2925
1463	1641,6950
1464	3185,14647
1465	1570,5517
1466	14669
1467	4955,1648
1468	11123,10537
1469	12995,288
1470	432,4710
1471	3228,1530
1472	17293,8523
1473	13764,103
1474	2054,1557
1475	2908,12440
1476	10796,7468
1477	7325
1478	4840,8975
1479	6793
1480	13740,15930
1481	11104
1482	5000
1483	2214,1098
1484	14717,14716
1485	12152,7779
1486	2241
1487	9531,14131
1488	12105,218
1489	14738,15969
1490	7795
1491	2517
1492	6304
1493	6717,3284
1494	1389,1638
1495	5774
1496	11538
1497	9132,6810
1498	8731
1499	4131
1500	4317
1501	3615,4426
1502	12051
1503	2898
1504	23900
1505	7090,2590
1506	13924,6336
1507	422,14756
1508	12742
1509	4441
1511	14764
1512	12283,7054
1513	12396
1514	422,14756
1515	13368,3346
1516	4641
1517	13234,17195
1518	10795,2725
1519	10742
1520	9478
1521	13919,13076
1522	488
1523	4074
1525	7427,9806
1526	9806,414
1527	9882,6213
1528	1205,5507
1529	13200
1530	51,3534
1531	9017,7275
1532	9677,13314
1533	13737,24144
1534	14837
1535	10594
1537	12056,4797
1538	17905,15271
1539	12058
1540	13801
1541	6972,352
1542	14698,3250
1544	13842
1545	10638
1546	209,2097
1547	148
1548	2587
1549	4819,9440
1550	6018,14817
1551	2711,11178
1552	2007
1553	11186,1202
1554	14868
1555	7651
1556	1064,7275
1557	2876
1558	5791,210
1559	2298,11143
1560	1788,357
1561	8915,4444
1563	9631,14879
1564	1456
1565	14558,14885
1566	2047,8915
1567	5775,12797
1568	2129,11634
1569	4303
1570	1608,14327
1571	2533
1572	14896,9631
1573	6046
1574	6046
1575	6292,4082
1576	12151,8375
1577	7226
1578	15309,6046
1579	2750,14647
1581	1663
1582	9789,8810
1583	3563
1584	8722
1585	886,9531
1586	7661,8670
1587	6357,9733
1588	4910,2158
1589	857,8246
1590	3428,10702
1592	12995
1593	607,7550
1594	4023,11943
1595	10702,2038
1596	2098,5560
1597	5811,270
1598	2357
1599	11740,407
1600	4810
1601	467,984
1602	895,3444
1603	13052
1604	3919,5522
1605	6955
1606	7123
1607	895,9085
1608	13221,14947
1610	9439,5906
1611	5426,5906
1612	9330,4741
1613	1007
1614	7492
1615	2906,1544
1616	12900,6018
1617	6439,3009
1618	8593
1619	4183
1620	2215
1621	173
1622	246
1623	1349
1624	2738
1625	933,1109
1626	225,103
1627	11370,19676
1628	983,14965
1629	9085,2910
1630	13409
1631	2864,8352
1632	14327,5314
1633	1383,14803
1634	14970,13384
1635	1628
1636	402,16914
1637	15265,12516
1638	657,2211
1639	13088,978
1640	2285,3460
1641	4449,14327
1642	1640,9083
1643	14996,9665
1644	14388,12357
1645	13085
1646	3927
1648	2965,12566
1649	11887,14405
1650	1562,3090
1651	1557,3758
1652	1562,123
1653	2864,3402
1655	13030,6235
1656	3926,12056
1658	19024,8002
1659	10735,15015
1660	3780,2618
1661	15026,9793
1662	3434,14836
1663	13728,14647
1664	14969
1665	10603
1666	7788
1667	3659
1668	4265,8293
1669	15064
1670	6850,352
1671	2969,1557
1672	7208,2773
1673	23479,16441
1674	13255,1324
1675	11911,17361
1676	357,3758
1677	369,1869
1678	14017
1679	6850,369
1680	13216
1681	352,3090
1682	1350,2065
1683	3614,23282
1684	396,3758
1685	352,3090
1687	8921,4713
1688	15107,4912
1689	8293,1888
1690	472
1691	8967
1692	2636,1812
1693	14853
1694	13514
1695	11091,14134
1696	15160
1697	20116,4564
1698	11091
1699	14488
1700	14259
1701	1869
1702	369,1869
1703	8967,22091
1704	4445,10889
1705	12832,12806
1706	15833,16106
1707	12993,16965
1708	16585,14503
1709	7151,10912
1710	6945,15201
1711	14570,16585
1712	1664
1713	9652,16585
1714	5076,11849
1715	11000
1716	2053
1717	8197,3879
1718	1341,1207
1719	10001
1720	4659,2464
1721	10172,8513
1722	6288
1723	6640,4398
1724	16559
1725	2225,6388
1726	6294,4743
1727	5228,12142
1728	13568
1729	3565
1730	363
1731	1612
1733	359,7408
1734	5484,10857
1735	8278,15430
1736	11143,11682
1737	1562
1738	3791,1137
1739	11194,10723
1740	11039,5907
1741	5385,14102
1742	4448,581
1743	5234
1744	5059
1745	17460,14103
1746	11381
1747	2040
1748	14075,2696
1749	14313,14077
1750	12542,4308
1751	1612
1752	754,1640
1753	14102
1754	8388,15295
1755	10605,1166
1756	5497,10573
1757	6213
1758	15300,15299
1759	2412,10346
1760	9739,3568
1761	581
1762	537,6951
1763	3758
1764	16633
1765	14179
1767	2038,3887
1768	15266,14103
1769	11202,10229
1770	6151
1771	230,5082
1772	8405
1773	11808,6951
1774	14601,14804
1775	707
1776	6702,4658
1777	8352,8443
1778	539,4128
1779	9117,12061
1780	12678
1781	559,12056
1782	8188,895
1783	13997,10254
1784	23623
1785	16817
1786	8110,8110
1787	15369,10146
1789	1068
1790	2486
1791	8871,6215
1792	995,8026
1793	10896,2900
1796	4865
1797	13003
1798	1020,16559
1800	18052,23682
1801	127,10262
1802	4497,4486
1803	10400,978
1804	3220,7207
1805	10846,14780
1806	4213,8968
1807	9460,15368
1808	3208,15400
1809	13003,14313
1810	13997
1812	5471,1359
1813	9269,12
1814	5908
1815	8701,9013
1816	22147
1818	10896
1820	4213,4289
1821	4502
1822	11097,14102
1825	9125
1826	10469,16885
1827	3387
1828	5664,8751
1829	16202
1830	9348
1831	12061
1832	12990,11091
1833	12646
1835	15468,14716
1836	15470,14952
1837	11091
1838	3904,11545
1839	295,5145
1840	8421,6958
1841	3782,14891
1842	5234,5713
1843	1851
1844	10896,2900
1845	3733
1846	12994
1847	17118,4100
1848	15498,15494
1849	4449
1850	16120,15548
1851	19,8345
1852	17,10499
1853	6787,8692
1854	2795
1855	5879,6640
1856	12465
1857	3201,401
1858	1432
1859	11123
1860	2914,2412
1861	15527,9770
1862	10104,20680
1863	10634
1864	2725,12762
1865	537
1866	6256
1867	6301,3651
1869	10769,11272
1870	12099,697
1872	8898
1873	5264
1874	13765
1875	16120,6213
1876	1136,7005
1877	8751
1878	10224,1473
1879	14531,14974
1881	9230,12194
1882	11380,16321
1883	7467
1884	790
1885	6147
1886	9201,8286
1887	6046
1888	3401,6658
1889	6193
1890	4141,7927
1891	17953,1292
1892	14707,8373
1893	5627,194
1894	9310,7389
1895	15610,14181
1896	13254
1897	15612,1633
1898	18300
1899	12806
1900	9806
1901	911,19099
1902	7389
1903	9017,6979
1904	3277,17576
1905	979
1906	7449,9806
1907	15639,6911
1908	3374
1909	17118
1910	8009,2073
1911	11324,330
1912	8224
1913	1383,12512
1914	4524,7788
1915	998,210
1916	733,1197
1917	8040
1918	11670,8985
1919	7524
1920	14383,14034
1921	3614,16559
1922	5130,22295
1924	10648
1925	123,422
1926	4812,1719
1927	25
1928	17796
1930	4286,2809
1931	298,2478
1932	5145,15693
1934	1384
1935	2478
1936	5779,4131
1937	7556
1938	4131,369
1939	13494,403
1941	1557,2417
1943	1715,1046
1944	9631
1945	1000
1946	10671,3973
1947	9204
1948	9900
1949	9666,5475
1950	860
1951	471
1952	11202,23819
1954	11127
1955	8250,5297
1957	88,6640
1958	8921,12937
1959	3041
1961	15322,12674
1962	10865
1964	2725,8722
1965	15730,4023
1966	8154,15731
1967	3280
1968	4023
1969	11143
1970	3280,6841
1971	438
1972	1631,6269
1973	5475,5659
1974	6895,14084
1975	6344,2254
1976	2591,14626
1977	2073
1978	4156,4889
1979	10832,1357
1980	1647,12051
1981	14572,10896
1982	1788,7235
1983	23732
1984	7153,8142
1985	2471,3656
1986	8170,13086
1987	1452
1988	16322,10896
1989	3808
1990	14572,10896
1991	1304,10414
1992	3197,6539
1993	4693,16449
1994	1834
1995	1504,2794
1996	11857,1952
1998	5744,11816
1999	6279,2209
2000	12287,2290
2001	9695,1452
2002	6360
2003	15797,21220
2004	11351,3860
2005	6215
2006	6192
2007	6658
2008	4074,4488
2009	6432,5749
2010	5217
2012	4488,12019
2013	17904
2014	5674,2452
2016	15833,1572
2018	18186
2019	3092
2020	2005
2021	4803,12918
2022	3949
2023	14780,2531
2024	863,209
2025	4842,3190
2026	3788
2027	5632,981
2028	18645
2029	3978
2032	4193,12178
2033	811,2040
2034	16240,3664
2035	9460,4447
2036	8286,14817
2037	11918
2038	11918
2039	7853
2040	9376,15548
2041	5823,15543
2042	15548,17303
2043	697
2044	1750,186
2045	8431,6345
2046	12806,16240
2047	6303,2344
2048	14193
2049	15543,10832
2050	4945,15875
2051	11324
2052	10261,12011
2053	727
2054	6170,4823
2055	15380,9460
2056	20199,12738
2057	6644,414
2058	1018,16559
2060	3120
2061	5511,8722
2062	5119,9650
2063	4865,933
2065	3664
